STAR:010,4,FRWAY5,AYBID,AYBID,K,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,FRWAY5,AYBID,MIMMI,K,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,1952,0179, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,FRWAY5,AYBID,NEUBE,K,E,A,E  H, ,010,TF, , , , , ,      ,    ,    ,1952,0329, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,FRWAY5,AYBID,SWOMP,K7,E,A,E  H, ,010,TF, , , , , ,      ,    ,    ,2361,0319, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,4,FRWAY5,AYBID,FRWAY,K7,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,2131,0129, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,FRWAY5,OMN,OMN,K7,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,FRWAY5,OMN,FILBE,K7,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,1534,0427, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,FRWAY5,OMN,OBEYS,K,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,1536,0373, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,FRWAY5,OMN,HURDE,K,E,A,E  H, ,010,TF, , , , , ,      ,    ,    ,1538,0106, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,4,FRWAY5,OMN,CHADO,K7,E,A,E  H, ,010,TF, , , , , ,      ,    ,    ,1820,0423, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,4,FRWAY5,OMN,STOOP,K7,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,1818,0041, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:070,4,FRWAY5,OMN,FRWAY,K7,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,1621,0197, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,FRWAY5,TRV,TRV,K7,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,FRWAY5,TRV,CHADO,K7,E,A,E  H, ,010,TF, , , , , ,      ,    ,    ,1446,0285, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,FRWAY5,TRV,STOOP,K7,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,1818,0041, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,FRWAY5,TRV,FRWAY,K7,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,1621,0197, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,FRWAY5,ALL,FRWAY,K7,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
