SID:010,2,BOWIE7,ALL,SAT,K4,D, ,VE  , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:010,3,BOWIE7,CRP,SAT,K4,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,BOWIE7,CRP,YENNS,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,BOWIE7,CRP,THX,K4,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,BOWIE7,CRP,CRP,K4,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,BOWIE7,LRD,SAT,K4,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,BOWIE7,LRD,MILET,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,BOWIE7,LRD,LRD,K4,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LEJON4,ALL,SAT,K4,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,2,LEJON4,ALL,TATAR,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LEJON4,ALL,LEJON,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,SLENA1,RW04, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0370,    , ,     ,     ,18000, ,   ,    ,   ,KSAT,K4,P,A, , , , ;
SID:020,4,SLENA1,RW04,YENNS,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,SLENA1,RW13B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1280,    , ,     ,     ,18000, ,   ,    ,   ,KSAT,K4,P,A, , , , ;
SID:020,4,SLENA1,RW13B,YENNS,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,SLENA1,RW22, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,2170,    , ,     ,     ,18000, ,   ,    ,   ,KSAT,K4,P,A, , , , ;
SID:020,4,SLENA1,RW22,YENNS,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,SLENA1,RW31B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3080,    , ,     ,     ,18000, ,   ,    ,   ,KSAT,K4,P,A, , , , ;
SID:020,4,SLENA1,RW31B,YENNS,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SLENA1, ,YENNS,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,18000, ,   ,    ,   ,KSAT,K4,P,A, , , , ;
SID:020,5,SLENA1, ,LILJO,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,SLENA1, ,SLENA,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,SLENA1,BRENI,SLENA,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,KSAT,K4,P,A, , , , ;
SID:020,6,SLENA1,BRENI,BRENI,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,SNIDR1,RW04, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0370,    , ,     ,     ,18000, ,   ,    ,   ,KSAT,K4,P,A, , , , ;
SID:020,4,SNIDR1,RW04,WRKIT,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,SNIDR1,RW13B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1280,    , ,     ,     ,18000, ,   ,    ,   ,KSAT,K4,P,A, , , , ;
SID:020,4,SNIDR1,RW13B,WRKIT,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,SNIDR1,RW22, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,2170,    , ,     ,     ,18000, ,   ,    ,   ,KSAT,K4,P,A, , , , ;
SID:020,4,SNIDR1,RW22,WRKIT,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,SNIDR1,RW31B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3080,    , ,     ,     ,18000, ,   ,    ,   ,KSAT,K4,P,A, , , , ;
SID:020,4,SNIDR1,RW31B,WRKIT,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SNIDR1, ,WRKIT,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,18000, ,   ,    ,   ,KSAT,K4,P,A, , , , ;
SID:020,5,SNIDR1, ,CHURN,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,SNIDR1, ,SNIDR,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,SNIDR1,BLUMS,SNIDR,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,KSAT,K4,P,A, , , , ;
SID:020,6,SNIDR1,BLUMS,SEEDS,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,SNIDR1,BLUMS,WEMAR,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,SNIDR1,BLUMS,FFSSH,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,SNIDR1,BLUMS,WHAEL,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,SNIDR1,BLUMS,BLUMS,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,SNIDR1,CAAGE,SNIDR,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,KSAT,K4,P,A, , , , ;
SID:020,6,SNIDR1,CAAGE,SEEDS,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,SNIDR1,CAAGE,WEMAR,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,SNIDR1,CAAGE,FFSSH,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,SNIDR1,CAAGE,WHAEL,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,SNIDR1,CAAGE,CAAGE,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,SNIDR1,FFSSH,SNIDR,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,KSAT,K4,P,A, , , , ;
SID:020,6,SNIDR1,FFSSH,SEEDS,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,SNIDR1,FFSSH,WEMAR,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,SNIDR1,FFSSH,FFSSH,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,SNIDR1,MOLLR,SNIDR,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,KSAT,K4,P,A, , , , ;
SID:020,6,SNIDR1,MOLLR,SEEDS,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,SNIDR1,MOLLR,WEMAR,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,SNIDR1,MOLLR,FFSSH,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,SNIDR1,MOLLR,WHAEL,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,SNIDR1,MOLLR,BLUMS,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,6,SNIDR1,MOLLR,BALIO,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,6,SNIDR1,MOLLR,MOLLR,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,SNIDR1,SEEDS,SNIDR,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,KSAT,K4,P,A, , , , ;
SID:020,6,SNIDR1,SEEDS,SEEDS,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,SNIDR1,WEMAR,SNIDR,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,KSAT,K4,P,A, , , , ;
SID:020,6,SNIDR1,WEMAR,SEEDS,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,SNIDR1,WEMAR,WEMAR,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,SNIDR1,WHAEL,SNIDR,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,KSAT,K4,P,A, , , , ;
SID:020,6,SNIDR1,WHAEL,SEEDS,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,SNIDR1,WHAEL,WEMAR,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,SNIDR1,WHAEL,FFSSH,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,SNIDR1,WHAEL,WHAEL,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,SNIDR1,WYLSN,SNIDR,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,KSAT,K4,P,A, , , , ;
SID:020,6,SNIDR1,WYLSN,SEEDS,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,SNIDR1,WYLSN,WEMAR,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,SNIDR1,WYLSN,WHAEL,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,SNIDR1,WYLSN,WYLSN,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,TJANO1,RW04, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0370,    , ,     ,     ,18000, ,   ,    ,   ,KSAT,K4,P,A, , , , ;
SID:020,4,TJANO1,RW04,LVACA,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,TJANO1,RW13B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1280,    , ,     ,     ,18000, ,   ,    ,   ,KSAT,K4,P,A, , , , ;
SID:020,4,TJANO1,RW13B,LVACA,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,TJANO1,RW22, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,2170,    , ,     ,     ,18000, ,   ,    ,   ,KSAT,K4,P,A, , , , ;
SID:020,4,TJANO1,RW22,LVACA,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,TJANO1,RW31B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3080,    , ,     ,     ,18000, ,   ,    ,   ,KSAT,K4,P,A, , , , ;
SID:020,4,TJANO1,RW31B,LVACA,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,TJANO1, ,LVACA,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,18000, ,   ,    ,   ,KSAT,K4,P,A, , , , ;
SID:020,5,TJANO1, ,TJANO,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,TJANO1,KAHAN,TJANO,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,KSAT,K4,P,A, , , , ;
SID:020,6,TJANO1,KAHAN,TEEPY,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,TJANO1,KAHAN,KAHAN,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,TJANO1,ZANNI,TJANO,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,KSAT,K4,P,A, , , , ;
SID:020,6,TJANO1,ZANNI,TEEPY,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,TJANO1,ZANNI,ZANNI,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,YODUH1,RW04, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0370,    , ,     ,     ,18000, ,   ,    ,   ,KSAT,K4,P,A, , , , ;
SID:020,4,YODUH1,RW04,SITHH,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,YODUH1,RW13B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1280,    , ,     ,     ,18000, ,   ,    ,   ,KSAT,K4,P,A, , , , ;
SID:020,4,YODUH1,RW13B,SITHH,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,YODUH1,RW22, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,2170,    , ,     ,     ,18000, ,   ,    ,   ,KSAT,K4,P,A, , , , ;
SID:020,4,YODUH1,RW22,SITHH,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,YODUH1,RW31B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3080,    , ,     ,     ,18000, ,   ,    ,   ,KSAT,K4,P,A, , , , ;
SID:020,4,YODUH1,RW31B,SITHH,K4,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,YODUH1, ,SITHH,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,18000, ,   ,    ,   ,KSAT,K4,P,A, , , , ;
SID:020,5,YODUH1, ,YODUH,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,YODUH1,KLNGR,YODUH,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,KSAT,K4,P,A, , , , ;
SID:020,6,YODUH1,KLNGR,KLNGR,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,YODUH1,PRTZY,YODUH,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,KSAT,K4,P,A, , , , ;
SID:020,6,YODUH1,PRTZY,GJACK,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,YODUH1,PRTZY,PRTZY,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,CRVZA1,BRENI,BRENI,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,CRVZA1,BRENI,EELIZ,K4,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,CRVZA1,BRENI,BUGGI,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,CRVZA1,BRENI,CRVZA,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,17000,11000,     , ,250,    ,   , , , , , , , , ;
STAR:010,4,CRVZA1,EELIZ,EELIZ,K4,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,CRVZA1,EELIZ,BUGGI,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,CRVZA1,EELIZ,CRVZA,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,17000,11000,     , ,250,    ,   , , , , , , , , ;
STAR:010,4,CRVZA1,HFMAN,HFMAN,K4,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,CRVZA1,HFMAN,GYTON,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,CRVZA1,HFMAN,PECOZ,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,CRVZA1,HFMAN,CRVZA,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,17000,11000,     , ,250,    ,   , , , , , , , , ;
STAR:010,5,CRVZA1, ,CRVZA,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,17000,11000,18000, ,250,    ,   , , , , , , , , ;
STAR:020,5,CRVZA1, ,CEGAR,K4,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,6,CRVZA1,RW04,CEGAR,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,18000, ,   ,    ,   ,KSAT,K4,P,A, , , , ;
STAR:020,6,CRVZA1,RW04,HARDD,K4,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,     , ,210,    ,   , , , , , , , , ;
STAR:010,6,CRVZA1,RW13R,CEGAR,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,6,CRVZA1,RW13R,AYALA,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,06000,     ,     , ,210,    ,   , , , , , , , , ;
STAR:030,6,CRVZA1,RW13R,AGOVE,K4,E,A,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,6,CRVZA1,RW13R,AGOVE,K4,E,A,EE  , ,   ,FM, ,LLA,K4,D, ,      ,2662,3265,3080,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,6,CRVZA1,RW22,CEGAR,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,6,CRVZA1,RW22,TIERA,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
