APPCH:010,A,R11,GU2WB,GU2WB,YB,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,11000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R11,GU2WB,GU2WI,YB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R11,GU2WC,GU2WC,YB,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,11000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R11,GU2WC,GU2WI,YB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R11, ,GU2WI,YB,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,11000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R11, ,GU2WF,YB,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1120,0050,+,02740,     ,     , ,   ,    ,   ,YGDH,YB,P,A, ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R11, ,GU2WM,YB,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,1120,0050, ,01152,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R11, , , , , ,  M , ,010,CA, , , , , ,      ,    ,    ,1120,    ,+,02100,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R11, ,GU2WH,YB,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R11, ,GU2WH,YB,P,C,EE  , ,010,FM, ,TW,YB,D, ,      ,2584,0356,2770,    ,+,04200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R29,GU2ED,GU2ED,YB,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04800,     ,11000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R29,GU2ED,GU2EI,YB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04100,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R29,GU2EE,GU2EE,YB,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04800,     ,11000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R29,GU2EE,GU2EI,YB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04100,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R29,GU2EJ,GU2EJ,YB,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,05900,     ,11000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R29,GU2EJ,GU2EI,YB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04100,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R29, ,GU2EI,YB,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04100,     ,11000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R29, ,GU2EF,YB,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,2910,0050,+,02510,     ,     , ,   ,    ,   ,YGDH,YB,P,A, ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R29, ,RW29,YB,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,2910,0050, ,00914,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R29, ,GU2EH,YB,P,C,E M , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R29, ,GU2EH,YB,P,C,EE  , ,010,FM, ,TW,YB,D, ,      ,2731,0341,2910,    ,+,04200,     ,     , ,   ,    ,   , , , , , ,B,J,S;
RWY:RW11 ,     ,      ,00860, ,    , ,   ;S30571297,E150142629,0000;
RWY:RW29 ,-0100,      ,00864, ,    , ,   ;S30574175,E150151846,0000;
