SID:010,1,MECCA1,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1220,    ,+,00285,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,MECCA1,RW12, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1470,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,MECCA1,RW12,MECCA,K2,P,C,EY  , ,   ,CF, ,TRM,K2,D, ,      ,1360,0064,1360,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,MECCA1,RW12,TRM,K2,D, ,VE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,MECCA1,RW17, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1670,    ,+,00285,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,MECCA1,RW17, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1000,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,MECCA1,RW17,MECCA,K2,P,C,EY  , ,   ,CF, ,TRM,K2,D, ,      ,1360,0064,1360,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,MECCA1,RW17,TRM,K2,D, ,VE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,MECCA1,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3020,    ,+,00285,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,MECCA1,RW30, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,1800,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,MECCA1,RW30,MECCA,K2,P,C,EY  , ,   ,CF, ,TRM,K2,D, ,      ,1360,0064,1360,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,MECCA1,RW30,TRM,K2,D, ,VE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,MECCA1,RW35, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3470,    ,+,00285,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,MECCA1,RW35, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,1950,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,MECCA1,RW35,MECCA,K2,P,C,EY  , ,   ,CF, ,TRM,K2,D, ,      ,1360,0064,1360,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,MECCA1,RW35,TRM,K2,D, ,VE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,MECCA1,PSP,TRM,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05600,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,MECCA1,PSP,PSP,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,MECCA1,TNP,TRM,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05600,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,MECCA1,TNP,CONES,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,MECCA1,TNP,CLOWD,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,MECCA1,TNP,TNP,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,1,CLOWD1,BLH,BLH,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,1,CLOWD1,BLH,DECAS,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,2780,0374, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,1,CLOWD1,BLH,UBABE,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,2780,0153, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,1,CLOWD1,BLH,CLOWD,K2,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,2520,0099, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,1,CLOWD1,DECAS,DECAS,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,1,CLOWD1,DECAS,UBABE,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,2780,0153, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,1,CLOWD1,DECAS,CLOWD,K2,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,2520,0099, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,1,CLOWD1,EED,EED,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,1,CLOWD1,EED,UBABE,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,2160,0810, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,1,CLOWD1,EED,CLOWD,K2,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,2520,0099, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,1,CLOWD1,GFS,GFS,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,1,CLOWD1,GFS,ZELMA,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,1850,0222, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,1,CLOWD1,GFS,JOTNU,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,1850,0291, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,1,CLOWD1,GFS,TNP,K2,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,2080,0175, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,1,CLOWD1,GFS,CLOWD,K2,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,1990,0151, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,CLOWD1,ALL,CLOWD,K2,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,2,CLOWD1,ALL,TRM,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,2010,0199, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,1,SBONO1,BLH,BLH,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
